"loudness","energy"
"-4.742","0.842"
"-6.834","0.766"
"-6.639","0.441"
"-5.458","0.572"
"-6.174","0.691"
"-8.848","0.623"
"-3.587","0.574"
"-8.459","0.57"
"-6.499","0.705"
"-8.383","0.547"
"-6.658","0.654"
"-5.932","0.673"
"-9.651","0.399"
"-5.934","0.73"
"-7.194","0.54"
"-7.878","0.467"
"-3.883","0.583"
"-9.374","0.358"
"-3.778","0.747"
"-13.908","0.29"
"-2.85","0.83"
"-9.22","0.512"
"-7.188","0.639"
"-8.466","0.769"
"-6.592","0.732"
"-7.705","0.495"
"-9.038","0.568"
"-5.258","0.757"
"-3.719","0.727"
"-7.254","0.529"
"-7.601","0.562"
"-6.135","0.692"
"-8.882","0.681"
"-6.898","0.926"
"-3.765","0.722"
"-8.288","0.575"
"-3.389","0.582"
"-26.888","0.262"
"-7.523","0.577"
"-7.823","0.577"
"-5.433","0.647"
"-5.455","0.482"
"-5.22","0.519"
"-4.134","0.794"
"-3.336","0.623"
"-7.138","0.68"
"-6.148","0.69"
"-10.393","0.372"
"-5.223","0.57"
"-9.789","0.727"
"-5.82","0.739"
"-2.404","0.949"
"-6.529","0.741"
"-4.084","0.684"
"-4.13","0.885"
"-3.87","0.642"
"-6.832","0.525"
"-5.82","0.736"
"-6.181","0.645"
"-3.342","0.622"
"-12.523","0.683"
"-3.203","0.878"
"-5.03","0.859"
"-5.226","0.57"
"-4.705","0.732"
"-3.016","0.941"
"-3.386","0.84"
"-4.701","0.88"
"-3.635","0.856"
"-7.792","0.581"
"-4.724","0.704"
"-12.018","0.358"
"-10.668","0.582"
"-10.162","0.341"
"-8.943","0.438"
"-2.997","0.842"
"-7.899","0.39"
"-6.312","0.78"
"-3.531","0.701"
"-6.078","0.677"
"-5.616","0.601"
"-7.256","0.551"
"-12.571","0.336"
"-4.351","0.779"
"-11.12","0.561"
"-7.468","0.558"
"-6.33","0.723"
"-7.588","0.727"
"-11.523","0.441"
"-4.089","0.633"
"-7.836","0.485"
"-3.689","0.926"
"-3.835","0.872"
"-6.527","0.564"
"-5.938","0.639"
"-9.045","0.584"
"-11.965","0.45"
"-6.288","0.548"
"-5.954","0.779"
"-4.568","0.814"
"-5.151","0.887"
"-2.926","0.913"
"-5.271","0.869"
"-3.374","0.856"
"-4.13","0.757"
"-9.664","0.645"
"-8.716","0.65"
"-6.263","0.73"
"-4.277","0.723"
"-2.898","0.939"
"-2.993","0.92"
"-6.6","0.664"
"-6.324","0.652"
"-7.446","0.605"
"-5.983","0.79"
"-6.25","0.44"
"-5.901","0.907"
"-1.941","0.94"
"-3.139","0.923"
"-6.288","0.73"
"-6.113","0.816"
"-3.336","0.837"
"-6.087","0.837"
"-5.764","0.835"
"-3.957","0.845"
"-5.977","0.71"
"-4.097","0.837"
"-3.852","0.748"
"-5.265","0.83"
"-3.424","0.862"
"-4.593","0.782"
"-3.31","0.914"
"-7.819","0.608"
"-5.95","0.771"
"-6.819","0.722"
"-4.878","0.784"
"-5.703","0.974"
"-4.673","0.896"
"-6.953","0.527"
"-5.071","0.933"
"-4.967","0.968"
"-7.932","0.641"
"-5.077","0.855"
"-3.997","0.82"
"-4.051","0.771"
"-4.96","0.8"
"-5.756","0.643"
"-6.379","0.726"
"-3.258","0.914"
"-3.277","0.918"
"-5.758","0.76"
"-8.716","0.927"
"-4.285","0.738"
"-3.829","0.944"
"-4.23","0.757"
"-5.962","0.715"
"-7.41","0.656"
"-3.614","0.907"
"-4.569","0.96"
"-6.175","0.479"
"-6.278","0.824"
"-4.935","0.895"
"-5.818","0.877"
"-3.195","0.913"
"-4.085","0.894"
"-5.594","0.757"
"-12.271","0.599"
"-9.171","0.697"
"-3.373","0.879"
"-4.947","0.767"
"-3.806","0.85"
"-6.142","0.836"
"-12.494","0.197"
"-7.013","0.88"
"-5.268","0.764"
"-4.321","0.822"
"-7.079","0.62"
"-6.397","0.69"
"-4.64","0.907"
"-4.413","0.792"
"-5.604","0.891"
"-4.708","0.887"
"-6.833","0.573"
"-4.507","0.842"
"-5.719","0.61"
"-3.954","0.871"
"-3.221","0.883"
"-4.452","0.817"
"-4.673","0.846"
"-4.162","0.84"
"-5.077","0.796"
"-5.121","0.714"
"-4.155","0.793"
"-5.316","0.86"
"-5.938","0.81"
"-5.208","0.751"
"-5.778","0.815"
"-4.985","0.892"
"-4.613","0.85"
"-5.379","0.885"
"-5.238","0.821"
"-5.3","0.781"
"-5.604","0.716"
"-6.114","0.77"
"-5.746","0.854"
"-7.482","0.647"
"-6.567","0.747"
"-5.217","0.799"
"-6.828","0.826"
"-6.967","0.904"
"-5.63","0.869"
"-5.98","0.931"
"-5.089","0.877"
"-4.254","0.855"
"-5.745","0.863"
"-7.644","0.595"
"-4.908","0.75"
"-3.684","0.823"
"-8.808","0.846"
"-6.156","0.774"
"-7.429","0.659"
"-5.405","0.885"
"-6.15","0.888"
"-4.578","0.855"
"-4.035","0.769"
"-5.128","0.81"
"-3.447","0.931"
"-4.632","0.822"
"-5.341","0.917"
"-6.066","0.715"
"-3.761","0.974"
"-7.512","0.726"
"-6.4","0.588"
"-3.158","0.874"
"-6.896","0.766"
"-6.215","0.815"
"-6.574","0.731"
"-4.661","0.813"
"-4.608","0.9"
"-4.88","0.844"
"-5.982","0.73"
"-5.092","0.744"
"-5.652","0.72"
"-5.197","0.738"
"-6.037","0.902"
"-5.386","0.768"
"-4.753","0.687"
"-5.749","0.773"
"-6.725","0.735"
"-5.645","0.907"
"-5.457","0.721"
"-8.125","0.562"
"-6.77","0.833"
"-8.367","0.707"
"-5.815","0.65"
"-5.862","0.617"
"-6.15","0.639"
"-7.266","0.57"
"-7.587","0.687"
"-7.747","0.522"
"-7.533","0.548"
"-8.484","0.469"
"-5.379","0.91"
"-5.199","0.797"
"-5.117","0.75"
"-6.379","0.656"
"-6.326","0.762"
"-7.668","0.648"
"-3.993","0.719"
"-2.797","0.85"
"-6.15","0.717"
"-8.684","0.461"
"-6.202","0.461"
"-6.644","0.553"
"-9.51","0.365"
"-6.213","0.377"
"-2.982","0.851"
"-6.912","0.795"
"-5.902","0.523"
"-3.18","0.833"
"-6.086","0.908"
"-7.642","0.607"
"-3.936","0.674"
"-5.554","0.602"
"-6.724","0.538"
"-2.791","0.631"
"-4.478","0.733"
"-6.809","0.597"
"-7.895","0.537"
"-8.368","0.549"
"-7.663","0.481"
"-4.957","0.525"
"-6.054","0.571"
"-4.972","0.696"
"-11.047","0.588"
"-6.347","0.53"
"-11.578","0.289"
"-9.434","0.426"
"-7.822","0.564"
"-6.146","0.594"
"-2.61","0.658"
"-6.221","0.392"
"-6.063","0.517"
"-6.544","0.556"
"-8.777","0.531"
"-2.634","0.945"
"-6.569","0.682"
"-8.554","0.681"
"-4.893","0.705"
"-5.403","0.678"
"-8.32","0.665"
"-4.431","0.755"
"-6.816","0.805"
"-3.318","0.931"
"-4.976","0.656"
"-8.635","0.678"
"-8.083","0.451"
"-5.213","0.617"
"-5.513","0.561"
"-9.083","0.419"
"-12.118","0.492"
"-4.087","0.963"
"-5.849","0.71"
"-11.568","0.489"
"-8.772","0.621"
"-6.798","0.661"
"-6.354","0.81"
"-8.363","0.513"
"-5.662","0.663"
"-5.871","0.616"
"-5.773","0.729"
"-4.614","0.672"
"-5.059","0.633"
"-4.699","0.617"
"-9.81","0.431"
"-8.632","0.558"
"-5.933","0.505"
"-1.865","0.589"
"-3.319","0.868"
"-3.519","0.936"
"-9.152","0.463"
"-2.312","0.858"
"-5.414","0.788"
"-6.033","0.487"
"-5.259","0.429"
"-8.112","0.544"
"-4.179","0.584"
"-5.867","0.506"
"-8.156","0.495"
"-4.796","0.613"
"-6.11","0.862"
"-7.51","0.718"
"-8.104","0.413"
"-13.899","0.0674"
"-6.704","0.598"
"-5.315","0.639"
"-5.279","0.705"
"-5.544","0.828"
"-11.531","0.681"
"-9.504","0.738"
"-15.119","0.681"
"-12.874","0.26"
"-4.266","0.817"
"-14.188","0.53"
"-4.922","0.71"
"-7.182","0.671"
"-8.282","0.86"
"-4.036","0.787"
"-5.396","0.69"
"-5.067","0.696"
"-8.897","0.426"
"-3.105","0.745"
"-4.693","0.698"
"-4.463","0.776"
"-0.856","0.763"
"-5.888","0.519"
"-6.887","0.595"
"-3.579","0.828"
"-6.923","0.799"
"-4.362","0.708"
"-4.447","0.888"
"-5.696","0.716"
"-3.783","0.865"
"-5.654","0.881"
"-2.918","0.943"
"-7.62","0.745"
"-6.212","0.613"
"-3.296","0.92"
"-3.853","0.872"
"-4.061","0.731"
"-6.858","0.678"
"-4.835","0.835"
"-4.978","0.923"
"-5.983","0.824"
"-3.705","0.841"
"-4.558","0.681"
"-3.492","0.861"
"-4.956","0.78"
"-3.989","0.747"
"-5.428","0.808"
"-5.902","0.817"
"-7.209","0.67"
"-7.573","0.706"
"-10.477","0.601"
"-12.493","0.619"
"-4.443","0.698"
"-4.68","0.79"
"-6.078","0.757"
"-3.84","0.848"
"-7.14","0.541"
"-5.139","0.893"
"-5.448","0.952"
"-4.854","0.795"
"-4.946","0.872"
"-4.92","0.738"
"-5.28","0.619"
"-5.161","0.895"
"-4.525","0.854"
"-5.662","0.709"
"-3.877","0.99"
"-7.841","0.828"
"-4.929","0.751"
"-5.341","0.739"
"-5.812","0.766"
"-3.875","0.889"
"-5.36","0.828"
"-7.512","0.657"
"-5.284","0.834"
"-5.232","0.752"
"-6.198","0.725"
"-6.625","0.774"
"-5.507","0.824"
"-6.872","0.763"
"-3.474","0.787"
"-5.243","0.697"
"-4.931","0.812"
"-5.537","0.717"
"-8.261","0.72"
"-4.829","0.948"
"-2.634","0.945"
"-3.192","0.957"
"-6.712","0.752"
"-3.546","0.884"
"-7.972","0.908"
"-3.754","0.908"
"-4.803","0.876"
"-7.985","0.566"
"-3.476","0.924"
"-5.395","0.677"
"-8.694","0.625"
"-3.541","0.817"
"-3.079","0.884"
"-3.545","0.733"
"-4.472","0.907"
"-4.922","0.857"
"-8.788","0.73"
"-5.591","0.7"
"-6.188","0.828"
"-7.46","0.882"
"-2.719","0.902"
"-5.36","0.929"
"-8.589","0.57"
"-6.178","0.771"
"-4.634","0.933"
"-5.088","0.826"
"-6.716","0.8"
"-5.519","0.916"
"-4.569","0.84"
"-15.129","0.467"
"-5.006","0.794"
"-3.906","0.871"
"-5.028","0.826"
"-4.19","0.871"
"-6.48","0.917"
"-6.068","0.815"
"-3.958","0.719"
"-3.426","0.874"
"-4.024","0.782"
"-8.223","0.837"
"-6.555","0.668"
"-3.559","0.919"
"-4.476","0.922"
"-4.374","0.674"
"-5.278","0.896"
"-4.887","0.813"
"-3.662","0.848"
"-6.065","0.495"
"-4.098","0.986"
"-4.147","0.835"
"-4.184","0.886"
"-3.675","0.941"
"-5.888","0.672"
"-11.297","0.5"
"-4.572","0.733"
"-4.633","0.795"
"-5.632","0.677"
"-5.36","0.748"
"-12.389","0.433"
"-4.973","0.647"
"-6.184","0.467"
"-9.094","0.667"
"-4.906","0.751"
"-5.002","0.792"
"-5.095","0.572"
"-5.068","0.625"
"-5.222","0.759"
"-6.237","0.661"
"-6.335","0.747"
"-6.157","0.623"
"-6.267","0.78"
"-5.266","0.625"
"-10.722","0.544"
"-10.13","0.285"
"-4.282","0.827"
"-11.639","0.35"
"-7.515","0.438"
"-6.373","0.676"
"-2.986","0.454"
"-7.445","0.671"
"-8.087","0.49"
"-4.782","0.805"
"-10.313","0.174"
"-4.541","0.739"
"-5.942","0.455"
"-5.68","0.714"
"-9.681","0.443"
"-11.729","0.308"
"-3.683","0.936"
"-3.755","0.792"
"-4.493","0.695"
"-7.257","0.226"
"-4.788","0.786"
"-11.152","0.534"
"-14.505","0.389"
"-6.684","0.754"
"-6.003","0.862"
"-7.355","0.531"
"-8.37","0.62"
"-5.522","0.713"
"-6.04","0.826"
"-4.153","0.9"
"-5.617","0.671"
"-3.416","0.84"
"-5.538","0.805"
"-4.395","0.728"
"-5.993","0.66"
"-12.695","0.318"
"-6.142","0.658"
"-4.76","0.823"
"-11.192","0.304"
"-8.019","0.422"
"-4.014","0.782"
"-4.802","0.785"
"-9.204","0.403"
"-19.793","0.535"
"-6.698","0.664"
"-4.62","0.806"
"-5.935","0.899"
"-5.952","0.818"
"-10.953","0.695"
"-10.159","0.513"
"-8.104","0.616"
"-4.583","0.554"
"-9.805","0.619"
"-5.929","0.726"
"-5.237","0.859"
"-5.378","0.866"
"-3.489","0.815"
"-5.311","0.795"
"-7.126","0.594"
"-6.46","0.742"
"-4.758","0.82"
"-4.139","0.89"
"-5.396","0.663"
"-7.966","0.814"
"-5.553","0.589"
"-4.452","0.799"
"-5.519","0.595"
"-6.789","0.667"
"-9.506","0.725"
"-3.848","0.934"
"-5.32","0.518"
"-7","0.661"
"-6.635","0.823"
"-6.548","0.58"
"-3.803","0.873"
"-5.46","0.639"
"-3.502","0.77"
"-6.62","0.551"
"-3.173","0.76"
"-5.937","0.766"
"-5.025","0.622"
"-16.183","0.538"
"-8.597","0.518"
"-1.748","0.81"
"-4.607","0.603"
"-6.301","0.803"
"-9.387","0.45"
"-5.201","0.705"
"-5.876","0.752"
"-4.716","0.714"
"-4.466","0.65"
"-4.149","0.899"
"-6.658","0.45"
"-3.764","0.855"
"-7.616","0.561"
"-5.025","0.837"
"-5.926","0.718"
"-6.748","0.478"
"-5.047","0.584"
"-7.071","0.65"
"-6.84","0.666"
"-5.766","0.834"
"-3.435","0.821"
"-10.161","0.587"
"-2.392","0.902"
"-6.195","0.72"
"-6.492","0.807"
"-7.672","0.593"
"-12.106","0.388"
"-12.376","0.352"
"-6.828","0.49"
"-4.967","0.742"
"-7.441","0.483"
"-4.547","0.736"
"-5.286","0.76"
"-2.754","0.877"
"-8.734","0.342"
"-6.49","0.57"
"-6.969","0.535"
"-10.56","0.447"
"-5.942","0.566"
"-9.17","0.529"
"-6.469","0.639"
"-11.808","0.381"
"-10.1","0.548"
"-6.232","0.57"
"-10.384","0.349"
"-8.339","0.597"
"-4.919","0.684"
"-7.614","0.628"
"-3.68","0.681"
"-3.907","0.762"
"-8.581","0.585"
"-8.539","0.529"
"-8.981","0.504"
"-4.747","0.704"
"-3.361","0.936"
"-1.602","0.795"
"-7.452","0.656"
"-5.741","0.644"
"-8.553","0.689"
"-4.799","0.776"
"-7.655","0.463"
"-7.303","0.652"
"-10.771","0.527"
"-12.568","0.458"
"-9.486","0.471"
"-7.1","0.629"
"-6.772","0.547"
"-8.58","0.314"
"-10.123","0.499"
"-8.658","0.557"
"-12.67","0.265"
"-9.848","0.505"
"-5.998","0.548"
"-11.414","0.281"
"-14.538","0.237"
"-8.464","0.42"
"-11.423","0.185"
"-3.092","0.561"
"-8.518","0.433"
"-7.671","0.594"
"-13.695","0.297"
"-8.543","0.633"
"-6.261","0.678"
"-11.46","0.411"
"-5.414","0.723"
"-4.137","0.855"
"-8.632","0.621"
"-6.105","0.646"
"-8.814","0.485"
"-6.277","0.746"
"-9.078","0.478"
"-8.243","0.817"
"-2.784","0.964"
"-5.156","0.667"
"-6.997","0.394"
"-4.429","0.674"
"-4.397","0.837"
"-8.668","0.578"
"-8.453","0.404"
"-8.107","0.68"
"-9.048","0.442"
"-7.934","0.571"
"-10.368","0.786"
"-5.839","0.911"
"-10.762","0.529"
"-6.317","0.799"
"-12.63","0.437"
"-10.825","0.641"
"-6.864","0.596"
"-14.957","0.377"
"-6.765","0.731"
"-7.634","0.682"
"-6.637","0.554"
"-6.693","0.703"
"-6.864","0.596"
"-7.617","0.584"
"-9.069","0.58"
"-7.488","0.628"
"-9.205","0.409"
"-9.26","0.446"
"-4.262","0.864"
"-11.796","0.481"
"-8.727","0.569"
"-8.658","0.557"
"-8.554","0.499"
"-5.592","0.82"
"-13.901","0.477"
"-7.907","0.441"
"-9.133","0.448"
"-8.344","0.526"
"-8.209","0.495"
"-5.627","0.674"
"-9.651","0.439"
"-6.256","0.677"
"-6.557","0.895"
"-5.908","0.833"
"-6.254","0.499"
"-5.289","0.699"
"-12.189","0.381"
"-21.211","0.0474"
"-6.637","0.554"
"-7.543","0.522"
"-10.154","0.389"
"-6.94","0.587"
"-9.167","0.56"
"-5.159","0.827"
"-11.931","0.503"
"-11.349","0.527"
"-7.736","0.69"
"-9.315","0.679"
"-9.274","0.493"
"-4.73","0.907"
"-11.566","0.413"
"-10.573","0.514"
"-14.763","0.341"
"-4.47","0.79"
"-6.687","0.551"
"-9.236","0.607"
"-9.6","0.677"
"-7.289","0.624"
"-12.732","0.478"
"-14.428","0.352"
"-11.811","0.374"
"-5.994","0.686"
"-6.983","0.552"
"-5.547","0.8"
"-6.735","0.511"
"-4.767","0.781"
"-5.156","0.529"
"-6.964","0.555"
"-8.391","0.631"
"-15.515","0.169"
"-9.498","0.533"
"-10.252","0.574"
"-6.94","0.516"
"-7.59","0.468"
"-7.439","0.497"
"-8.002","0.463"
"-8.52","0.481"
"-9.563","0.587"
"-7.022","0.496"
"-8.412","0.559"
"-8.452","0.447"
"-8.266","0.503"
"-4.13","0.854"
"-5.062","0.704"
"-10.231","0.55"
"-6.202","0.461"
"-8.953","0.186"
"-10.068","0.308"
"-5.745","0.699"
"-4.638","0.848"
"-4.501","0.696"
"-7.224","0.442"
"-5.024","0.629"
"-4.667","0.698"
"-6.548","0.58"
"-5.128","0.605"
"-7.548","0.529"
"-4.485","0.766"
"-5.643","0.685"
"-4.457","0.922"
"-2.435","0.967"
"-6.178","0.534"
"-6.425","0.655"
"-6.075","0.661"
"-3.067","0.858"
"-4.933","0.573"
"-4.566","0.827"
"-0.122","0.966"
"-7.086","0.977"
"-8.658","0.557"
"-10.441","0.497"
"-6.875","0.825"
"1.077","0.999"
"-10.56","0.447"
"-9.185","0.613"
"-8.757","0.608"
"-7.673","0.621"
"-7.482","0.749"
"-4.947","0.583"
"-3.414","0.722"
"-11.344","0.331"
"-5.513","0.572"
"-8.964","0.465"
"-3.896","0.882"
"-7.916","0.408"
"-2.971","0.652"
"-8.206","0.481"
"-12.269","0.381"
"-8.967","0.385"
"-10.606","0.374"
"-6.968","0.794"
"-8.973","0.413"
"-8.748","0.891"
"-6.44","0.924"
"-0.071","0.989"
"-5.055","0.841"
"-6.404","0.709"
"-8.206","0.121"
"-4.736","0.482"
"-7.874","0.373"
"-5.184","0.573"
"-7.351","0.355"
"-9.917","0.244"
"-8.32","0.42"
"-7.21","0.336"
"-6.551","0.515"
"-8.172","0.4"
"-10.192","0.174"
"-5.469","0.48"
"-6.689","0.537"
"-13.2","0.322"
"-5.868","0.546"
"-3.612","0.969"
"-8.247","0.539"
"-11.275","0.411"
"-5.472","0.728"
"-15.073","0.262"
"-7.265","0.435"
"-12.944","0.0896"
"-7.301","0.339"
"-9.222","0.275"
"-14.847","0.125"
"-4.711","0.571"
"-9.82","0.263"
"-10.444","0.598"
"-7.151","0.871"
"-12.663","0.884"
"-6.541","0.766"
"-6.195","0.947"
"-14.638","0.319"
"-15.724","0.372"
"-13.198","0.387"
"-17.945","0.194"
"-5.797","0.604"
"-17.988","0.26"
"-10.348","0.484"
"-16.382","0.276"
"-12.701","0.568"
"-12.769","0.546"
"-13.556","0.314"
"-17.897","0.197"
"-6.453","0.509"
"-7.223","0.561"
"-7.454","0.463"
"-8.504","0.391"
"-6.924","0.765"
"-6.831","0.608"
"-10.138","0.614"
"-10.179","0.335"
"-3.282","0.855"
"-13.29","0.383"
"-6.113","0.689"
"-6.112","0.851"
"-7.907","0.441"
"-1.122","0.939"
"-5.602","0.574"
"-1.348","0.934"
"-8.112","0.469"
"-9.486","0.471"
"-8.964","0.465"
"-5.554","0.53"
"-12.145","0.555"
"-9.918","0.323"
"-9.185","0.613"
"-4.814","0.867"
"-6.479","0.53"
"-5.741","0.644"
"-9.236","0.607"
"-8.505","0.782"
"-3.941","0.787"
"-4.63","0.803"
"-3.591","0.94"
"-6.038","0.656"
"-6.699","0.762"
"-4.815","0.731"
"-3.553","0.327"
"-3.25","0.847"
"-11.158","0.391"
"-0.345","0.95"
"-7.434","0.641"
"-14.201","0.157"
"-8.458","0.857"
"-5.44","0.863"
"-7.1","0.629"
"-4.547","0.736"
"-8.301","0.635"
"-3.545","0.705"
"-6.103","0.599"
"-6.476","0.585"
"-7.548","0.529"
"-5.095","0.703"
"-12.568","0.458"
"-4.931","0.615"
"-7.438","0.527"
"-2.528","0.853"
"-7.777","0.737"
"-3.689","0.513"
"-11.052","0.413"
"-3.15","0.931"
"-5.189","0.841"
"-4.396","0.837"
"-4.311","0.605"
"-1.879","0.925"
"-6.404","0.845"
"-5.289","0.74"
"-7.471","0.784"
"-10.654","0.153"
"-4.094","0.718"
"-11.477","0.195"
"-8.493","0.548"
"-7.116","0.472"
"-14.5","0.505"
"-4.011","0.871"
"-6.973","0.513"
"-3.558","0.722"
"-8.238","0.507"
"-9.6","0.677"
"-7.071","0.239"
"-6.613","0.615"
"-8.698","0.281"
"-5.377","0.856"
"-10.565","0.556"
"-8.937","0.433"
"-7.194","0.35"
"-2.28","0.94"
"-5.562","0.583"
"-4.3","0.634"
"-7.627","0.797"
"-6.774","0.501"
"-4.595","0.935"
"-0.122","0.966"
"-4.967","0.742"
"-7.086","0.977"
"-7.289","0.624"
"-10.771","0.527"
"-2.183","0.612"
"-4.41","0.765"
"-4.724","0.704"
"-7.509","0.454"
"-12.162","0.751"
"-14.428","0.352"
"-5.784","0.538"
"-1.887","0.762"
"-5.084","0.841"
"-4.178","0.623"
"-2.59","0.755"
"-8.52","0.481"
"-7.956","0.69"
"-5.957","0.79"
"-14.386","0.451"
"-8.534","0.42"
"-9.425","0.496"
"-3.683","0.936"
"-4.191","0.793"
"-8.687","0.412"
"-4.165","0.614"
"-6.956","0.614"
"-5.312","0.854"
"-6.075","0.658"
"-8.834","0.475"
"-7.484","0.632"
"-6.471","0.512"
"-7.05","0.488"
"-3.093","0.898"
"-4.874","0.545"
"-4.858","0.575"
"-5.849","0.71"
"-10.157","0.375"
"-5.077","0.729"
"-6.279","0.546"
"-7.671","0.594"
"-7.567","0.774"
"-9.828","0.332"
"-5.286","0.65"
"-6.032","0.573"
"-6.828","0.49"
"-12.376","0.352"
"-2.754","0.877"
"-3.258","0.992"
"-2.634","0.945"
"-8.741","0.529"
"-6.407","0.487"
"-11.329","0.13"
"-6.832","0.525"
"-4.146","0.884"
"-11.288","0.412"
"-1.575","0.864"
"-2.951","0.988"
"-4.614","0.907"
"-10.649","0.269"
"-4.521","0.793"
"-2.967","0.749"
"-6.985","0.526"
"-5.88","0.525"
"-10.393","0.372"
"-8.57","0.448"
"-6.529","0.741"
"-5.484","0.724"
"-7.909","0.554"
"-0.856","0.763"
"-3.898","0.657"
"-7.72","0.766"
"-8.339","0.597"
"-6.315","0.704"
"-8.765","0.431"
"-12.376","0.641"
"-4.937","0.84"
"-5.679","0.785"
"-3.474","0.907"
"-10.261","0.303"
"-18.725","0.13"
"-10.086","0.473"
"-8.601","0.556"
"-7.458","0.479"
"-7.899","0.39"
"-5.531","0.834"
"-1.87","0.585"
"-6.336","0.597"
"-5.857","0.516"
"-5.717","0.631"
"-8.109","0.574"
"-6.687","0.586"
"-4.933","0.573"
"-7.702","0.567"
"-9.682","0.369"
"-4.452","0.799"
"-11.839","0.751"
"-8.756","0.431"
"-4.596","0.606"
"-6.4","0.588"
"-6.095","0.6"
"-7.042","0.652"
"-3.509","0.955"
"-7.764","0.652"
"-16.541","0.235"
"-9.041","0.687"
"-8.659","0.526"
"-4.577","0.673"
"-8.943","0.438"
"-5.616","0.601"
"-5.989","0.451"
"-7.133","0.732"
"-8.936","0.522"
"-7.835","0.53"
"-6.459","0.776"
"-10.147","0.498"
"-6.33","0.723"
"-7.369","0.669"
"-4.956","0.939"
"-7.186","0.791"
"-7.26","0.604"
"-12.744","0.299"
"-5.592","0.82"
"-4.993","0.541"
"-2.997","0.842"
"-4.091","0.73"
"-7.422","0.845"
"-9.51","0.365"
"-6.612","0.514"
"-5.513","0.561"
"-13.695","0.297"
"-1.602","0.795"
"-8.74","0.561"
"-12.106","0.388"
"-6.637","0.546"
"-4.895","0.591"
"-4.746","0.868"
"-6.027","0.499"
"-6.743","0.632"
"-9.211","0.567"
"-4.689","0.631"
"-5.664","0.7"
"-6.609","0.635"
"-3.756","0.916"
"-7.814","0.599"
"-8.074","0.412"
"-7.594","0.578"
"-15.592","0.429"
"-8.621","0.396"
"-8.395","0.735"
"-5.722","0.507"
"-9.75","0.454"
"-5.609","0.741"
"-4.666","0.825"
"-8.012","0.477"
"-6.173","0.55"
"-12.647","0.301"
"-5.631","0.696"
"-8.362","0.514"
"-7.037","0.642"
"-5.963","0.63"
"-5.085","0.71"
"-5.545","0.782"
"-5.126","0.794"
"-9.805","0.619"
"-8.623","0.716"
"-5.156","0.529"
"-6.964","0.563"
"-16.578","0.663"
"-11.001","0.673"
"-8.576","0.521"
"-3.153","0.616"
"-8.049","0.618"
"-13.598","0.364"
"-4.232","0.844"
"-6.664","0.512"
"-14.283","0.446"
"-6.623","0.658"
"-8.835","0.726"
"-8.566","0.329"
"-4.738","0.873"
"-5.913","0.578"
"-4.581","0.733"
"-5.862","0.656"
"-2.176","0.922"
"-5.963","0.748"
"-2.971","0.652"
"-23.069","0.0237"
"-3.671","0.716"
"-4.436","0.85"
"-8.783","0.599"
"-10.09","0.457"
"-6.859","0.531"
"-7.672","0.593"
"-7.541","0.443"
"-5.829","0.67"
"-14.779","0.337"
"-4.014","0.782"
"-5.349","0.712"
"-4.338","0.817"
"-2.771","0.882"
"-7.117","0.696"
"-10.422","0.371"
"-7.709","0.346"
"-8.556","0.48"
"-8.667","0.457"
"-5.704","0.682"
"-2.846","0.689"
"-7.287","0.668"
"-3.08","0.911"
"-3.814","0.874"
"-3.703","0.913"
"-7.355","0.531"
"-6.123","0.585"
"-3.28","0.927"
"-5.428","0.792"
"-5.716","0.657"
"-6.658","0.45"
"-6.665","0.425"
"-3.014","0.746"
"-4.021","0.795"
"-4.64","0.641"
"-4.162","0.841"
"-8.598","0.295"
"-4.397","0.837"
"-5.072","0.688"
"-8.734","0.342"
"-6.609","0.635"
"-6.153","0.66"
"-4.759","0.802"
"-4.851","0.767"
"-4.799","0.776"
"-5.9","0.683"
"-6.401","0.593"
"-6.213","0.377"
"-7.818","0.35"
"-8.932","0.578"
"-7.266","0.57"
"-6.322","0.772"
"-7.587","0.687"
"-10.782","0.298"
"-5.096","0.845"
"-5.934","0.73"
"-8.484","0.501"
"-4.296","0.752"
"-17.54","0.252"
"-6.326","0.762"
"-15.08","0.116"
"-5.726","0.485"
"-7.668","0.648"
"-9.463","0.488"
"-4.209","0.816"
"-10.234","0.617"
"-7.099","0.562"
"-7.461","0.443"
"-3.836","0.955"
"-3.159","0.863"
"-8.696","0.412"
"-3.37","0.728"
"-7.857","0.508"
"-8.512","0.668"
"-6.544","0.556"
"-7.355","0.531"
"-6.661","0.711"
"-8.465","0.521"
"-6.917","0.631"
"-8.491","0.693"
"-8.212","0.538"
"-9.935","0.536"
"-8.452","0.447"
"-8.002","0.463"
"-7.617","0.584"
"-7.441","0.483"
"-6.277","0.746"
"-10.56","0.447"
"-6.969","0.535"
"-7.507","0.812"
"-3.821","0.851"
"-8.27","0.546"
"-5.235","0.7"
"-10.089","0.214"
"-4.649","0.671"
"-6.922","0.721"
"-11.617","0.403"
"-6.286","0.489"
"-8.481","0.62"
"-4.161","0.657"
"-4.987","0.714"
"-4.918","0.53"
"-8.336","0.574"
"-7.673","0.621"
"-5.563","0.674"
"-5.289","0.699"
"-5.994","0.686"
"-4.981","0.438"
"-3.843","0.729"
"-4.41","0.765"
"-5.442","0.528"
"-4.244","0.661"
"-7.927","0.609"
"-11.796","0.481"
"-5.568","0.629"
"-4.409","0.834"
"-4.644","0.63"
"-4.555","0.903"
"-3.113","0.728"
